Product,Monthly_Expense,Purchase_Frequency,Is_Seasonal,Label
Gaming Console,16712,2.82,0,1
Salt,1023,23.9,1,0
Air Conditioner,5268,2.0,0,1
Soap,1284,16.8,0,0
Smartphone,75571,2.74,1,1
Camera,71016,2.0,0,1
Rice,952,14.5,1,0
Designer Bag,67691,3.24,0,1
Soap,1572,21.7,0,0
Laptop,98563,3.5,1,1
Rice,131,13.3,1,0
Gaming Console,63360,4.27,0,1
Air Conditioner,37598,1.85,1,1
Bread,1282,26.5,0,0
Gaming Console,64217,1.09,0,1
Toothpaste,1531,26.7,1,0
Shampoo,1738,14.4,0,0
Toothpaste,1375,15.3,1,0
Designer Bag,49377,4.82,1,1
Air Conditioner,12663,3.78,1,1
Smart TV,74601,2.31,0,1
Laptop,67143,3.22,1,1
Perfume,21324,3.3,1,1
Soap,1624,11.2,1,0
Smart TV,69812,3.92,0,1
Milk,885,13.9,1,0
Shampoo,1051,12.9,1,0
Gaming Console,96407,1.74,1,1
Gaming Console,17161,0.24,1,1
Camera,58301,2.53,1,1
Air Conditioner,16064,1.42,0,1
Toothpaste,189,20.5,0,0
Air Conditioner,80937,4.54,1,1
Cooking Oil,512,11.5,0,0
Eggs,1537,15.7,1,0
Eggs,1694,18.1,0,0
Smartphone,57939,4.63,1,1
Gaming Console,74952,2.94,0,1
Salt,1212,23.4,1,0
Cooking Oil,1896,15.8,0,0
Gaming Console,34779,4.65,1,1
Salt,1230,29.9,1,0
Jewelry,57216,2.11,0,1
Rice,499,13.7,0,0
Smart TV,82021,1.45,1,1
Milk,926,18.8,1,0
Laptop,85234,3.34,1,1
Smartphone,57688,0.92,0,1
Air Conditioner,53129,0.9,1,1
Laptop,52751,1.74,1,1
Camera,26805,4.14,1,1
Salt,1311,22.9,0,0
Toothpaste,1467,22.2,1,0
Soap,407,28.2,0,0
Eggs,468,20.7,1,0
Laptop,37313,3.84,1,1
Gaming Console,40149,1.78,0,1
Shampoo,1767,29.0,1,0
Soap,181,23.2,1,0
Cooking Oil,298,16.4,0,0
Shampoo,1454,12.1,0,0
Luxury Watch,86475,1.39,1,1
Milk,833,18.5,0,0
Jewelry,67430,1.61,0,1
Gaming Console,77291,1.1,1,1
Gaming Console,98939,2.47,1,1
Soap,163,19.1,0,0
Perfume,84168,3.68,1,1
Rice,388,29.6,0,0
Perfume,52518,0.9,1,1
Perfume,91369,0.43,1,1
Smartphone,56214,0.51,1,1
Camera,64974,4.3,1,1
Perfume,92236,2.49,1,1
Jewelry,93947,0.49,1,1
Cooking Oil,723,27.6,1,0
Smartphone,5703,0.37,0,1
Smart TV,65127,1.5,1,1
Soap,299,17.3,0,0
Cooking Oil,1850,20.6,0,0
Jewelry,92166,2.27,1,1
Air Conditioner,41901,0.75,1,1
Camera,31402,1.0,1,1
Vegetables,1542,23.0,1,0
Rice,554,18.1,0,0
Salt,932,21.3,0,0
Toothpaste,1991,21.8,0,0
Salt,452,22.0,0,0
Rice,849,12.0,0,0
Shampoo,364,22.8,1,0
Shampoo,947,23.7,0,0
Cooking Oil,852,25.2,1,0
Gaming Console,25026,0.56,1,1
Air Conditioner,65975,2.22,1,1
Bread,892,26.3,0,0
Soap,741,19.4,0,0
Jewelry,30839,1.56,0,1
Eggs,698,21.7,1,0
Luxury Watch,54814,3.58,0,1
Perfume,84252,2.65,0,1
Smart TV,89119,2.43,1,1
Rice,1565,14.8,0,0
Milk,478,21.9,1,0
Soap,1137,23.9,0,0
Designer Bag,18358,0.5,1,1
Bread,830,24.0,0,0
Toothpaste,655,28.9,0,0
Air Conditioner,13070,4.28,0,1
Toothpaste,1115,27.3,0,0
Bread,165,22.8,0,0
Salt,830,13.4,1,0
Shampoo,150,18.3,0,0
Air Conditioner,41107,4.23,0,1
Eggs,741,14.9,0,0
Perfume,53936,4.16,0,1
Rice,1104,17.8,1,0
Smartphone,58802,3.12,1,1
Designer Bag,63314,3.29,0,1
Shampoo,1306,10.2,1,0
Camera,34788,1.35,0,1
Bread,1250,24.0,1,0
Smartphone,44226,1.59,1,1
Designer Bag,18026,0.15,1,1
Gaming Console,62862,3.08,0,1
Air Conditioner,73465,4.65,1,1
Salt,1086,23.5,0,0
Air Conditioner,87916,3.27,0,1
Eggs,764,26.6,0,0
Jewelry,22003,3.45,1,1
Luxury Watch,5361,0.45,1,1
Air Conditioner,18882,1.95,0,1
Bread,1048,15.5,0,0
Salt,1664,20.9,0,0
Smart TV,35003,4.38,0,1
Jewelry,12838,1.02,1,1
Shampoo,466,20.5,0,0
Perfume,30895,0.38,0,1
Soap,1382,18.8,0,0
Vegetables,956,24.1,0,0
Smart TV,71562,4.39,1,1
Salt,197,14.3,0,0
Soap,1296,18.5,1,0
Air Conditioner,60247,0.78,1,1
Toothpaste,1675,25.4,0,0
Vegetables,111,20.9,0,0
Luxury Watch,18785,4.04,0,1
Perfume,49468,2.52,1,1
Smartphone,5071,2.15,1,1
Toothpaste,1145,28.0,0,0
Luxury Watch,19726,1.6,0,1
Smartphone,30043,1.99,1,1
Soap,385,29.5,0,0
Bread,648,29.2,1,0
Jewelry,69063,2.86,0,1
Jewelry,21303,4.17,1,1
Laptop,20657,4.15,0,1
Luxury Watch,37502,1.81,1,1
Eggs,340,22.3,0,0
Cooking Oil,1855,20.9,0,0
Perfume,76680,0.5,1,1
Bread,1245,20.9,0,0
Air Conditioner,73188,1.7,0,1
Designer Bag,75499,2.77,1,1
Designer Bag,8704,4.02,0,1
Laptop,63891,2.66,1,1
Perfume,87643,1.82,1,1
Toothpaste,1883,12.6,0,0
Bread,279,12.1,0,0
Gaming Console,98658,3.75,1,1
Soap,353,29.0,0,0
Rice,909,22.1,1,0
Bread,1533,21.8,1,0
Gaming Console,23186,2.39,0,1
Vegetables,1707,18.4,1,0
Soap,141,20.3,1,0
Salt,1439,18.4,0,0
Cooking Oil,1824,16.3,0,0
Shampoo,215,26.1,0,0
Jewelry,71519,4.23,1,1
Laptop,47697,0.69,1,1
Laptop,38807,0.47,1,1
Gaming Console,20558,4.82,1,1
Gaming Console,14595,2.44,0,1
Vegetables,1290,19.3,1,0
Bread,1364,27.0,1,0
Cooking Oil,968,29.9,1,0
Smartphone,52406,2.16,1,1
Vegetables,1825,22.0,0,0
Vegetables,922,19.5,1,0
Jewelry,91842,1.43,1,1
Toothpaste,225,15.6,1,0
Smartphone,16510,1.29,1,1
Toothpaste,1648,22.0,0,0
Soap,1053,18.2,1,0
Rice,593,28.1,0,0
Luxury Watch,48709,2.8,0,1
Smart TV,84227,2.2,1,1
Toothpaste,188,20.8,0,0
Rice,1809,28.3,0,0
Designer Bag,59925,3.21,1,1
Luxury Watch,32600,0.31,0,1
Salt,611,19.1,0,0
Laptop,88475,2.41,0,1
Bread,1407,10.3,0,0
Luxury Watch,21625,0.68,0,1
Air Conditioner,34225,4.21,1,1
Vegetables,316,20.6,0,0
Laptop,24570,3.2,0,1
Milk,373,27.6,1,0
Designer Bag,6955,2.35,1,1
Designer Bag,35229,2.22,1,1
Perfume,6496,2.36,0,1
Jewelry,56063,0.7,0,1
Smartphone,20406,0.8,1,1
Rice,1310,28.9,1,0
Soap,538,10.7,0,0
Bread,1880,29.1,0,0
Laptop,49312,1.01,1,1
Designer Bag,80356,2.34,1,1
Vegetables,1668,24.7,0,0
Bread,1470,13.7,0,0
Perfume,44404,0.72,0,1
Smart TV,13679,4.83,1,1
Smartphone,58769,4.12,1,1
Toothpaste,1070,13.4,0,0
Eggs,1278,10.8,0,0
Smart TV,48891,1.21,1,1
Designer Bag,65209,2.76,0,1
Perfume,20042,4.73,1,1
Vegetables,259,17.5,1,0
Air Conditioner,91616,4.69,0,1
Salt,1508,22.5,0,0
Perfume,22306,4.37,0,1
Air Conditioner,91725,4.39,1,1
Smartphone,49534,3.73,1,1
Perfume,15237,2.63,1,1
Jewelry,83032,4.91,1,1
Jewelry,24610,0.77,1,1
Eggs,1972,16.1,1,0
Air Conditioner,94385,2.69,1,1
Jewelry,80818,1.0,1,1
Designer Bag,81046,1.38,1,1
Jewelry,69821,4.79,1,1
Soap,1145,23.3,0,0
Rice,797,17.0,0,0
Vegetables,380,11.0,0,0
Gaming Console,62299,3.96,1,1
Eggs,1249,19.0,1,0
Salt,1504,17.8,0,0
Cooking Oil,987,19.6,1,0
Milk,342,25.9,0,0
Jewelry,61855,0.44,0,1
Perfume,99779,3.1,1,1
Cooking Oil,514,24.8,0,0
Milk,343,26.1,0,0
Vegetables,578,10.7,1,0
Eggs,653,24.7,0,0
Smart TV,95178,0.71,0,1
Milk,1242,17.3,1,0
Air Conditioner,50290,1.62,0,1
Soap,655,13.2,1,0
Salt,834,28.5,0,0
Soap,684,15.4,0,0
Salt,1279,15.6,0,0
Camera,34092,3.09,0,1
Vegetables,1423,23.0,1,0
Jewelry,90821,2.33,1,1
Cooking Oil,1282,12.1,0,0
Cooking Oil,1941,22.4,0,0
Bread,283,23.1,1,0
Vegetables,472,26.5,0,0
Jewelry,10923,1.77,1,1
Toothpaste,1438,16.1,0,0
Shampoo,1354,21.0,1,0
Designer Bag,26963,2.05,1,1
Designer Bag,90836,3.43,1,1
Vegetables,1045,21.0,1,0
Cooking Oil,264,15.9,1,0
Milk,1454,23.9,1,0
Designer Bag,26408,2.84,1,1
Smartphone,37770,2.51,0,1
Eggs,1647,26.2,0,0
Laptop,85321,3.8,1,1
Bread,1489,18.0,1,0
Designer Bag,47554,3.7,0,1
Bread,838,10.6,0,0
Salt,1218,29.6,1,0
Shampoo,1964,22.2,0,0
Bread,618,23.9,0,0
Smartphone,89563,0.94,1,1
Jewelry,69116,4.46,1,1
Perfume,55536,3.41,0,1
Cooking Oil,199,14.9,0,0
Rice,241,17.5,1,0
Soap,529,27.1,0,0
Cooking Oil,713,20.5,1,0
Cooking Oil,481,26.8,1,0
Eggs,632,19.0,0,0
Designer Bag,57385,1.78,0,1
Smartphone,11304,3.83,0,1
Smartphone,50389,1.33,1,1
Toothpaste,489,14.6,0,0
Smart TV,57361,3.86,1,1
Eggs,1219,14.3,0,0
Laptop,25767,0.42,1,1
Soap,818,10.2,0,0
Bread,1174,24.0,0,0
Designer Bag,85071,1.55,1,1
Air Conditioner,73253,4.63,1,1
Smart TV,38433,0.33,0,1
Smartphone,80078,1.3,1,1
Smart TV,23431,4.68,1,1
Shampoo,156,22.9,0,0
Luxury Watch,57501,1.88,1,1
Laptop,92023,3.83,0,1
Smart TV,45198,0.1,1,1
Perfume,21728,2.92,0,1
Camera,98861,3.16,0,1
Perfume,59203,1.2,0,1
Luxury Watch,60295,1.24,1,1
Bread,975,14.1,0,0
Vegetables,1697,21.4,1,0
Salt,437,27.4,0,0
Luxury Watch,52588,0.25,1,1
Luxury Watch,16084,3.88,1,1
Shampoo,420,22.9,0,0
Smart TV,94910,3.05,1,1
Cooking Oil,1066,25.8,1,0
Luxury Watch,66268,0.73,1,1
Perfume,7545,2.17,1,1
Milk,139,24.2,1,0
Air Conditioner,77945,1.06,1,1
Toothpaste,839,26.6,0,0
Luxury Watch,45282,2.18,1,1
Shampoo,761,27.4,0,0
Soap,275,21.5,0,0
Luxury Watch,15113,0.85,1,1
Soap,715,25.1,0,0
Air Conditioner,26278,1.84,1,1
Toothpaste,1905,29.8,0,0
Luxury Watch,73537,0.96,0,1
Soap,1431,26.7,0,0
Milk,547,23.2,1,0
Milk,1016,12.7,1,0
Jewelry,87999,1.03,1,1
Designer Bag,74860,3.71,1,1
Luxury Watch,52154,3.73,1,1
Camera,78908,3.48,0,1
Bread,757,13.9,1,0
Milk,244,12.2,0,0
Shampoo,916,24.4,1,0
Designer Bag,30643,2.85,1,1
Eggs,1468,22.6,0,0
Jewelry,71403,3.25,1,1
Toothpaste,1636,11.8,0,0
Rice,1411,17.2,1,0
Soap,542,18.6,1,0
Laptop,59187,3.3,0,1
Vegetables,1419,25.1,0,0
Eggs,1565,13.2,0,0
Milk,397,19.8,0,0
Rice,771,19.5,0,0
Laptop,86175,2.57,0,1
Luxury Watch,6384,4.01,1,1
Laptop,49034,2.33,0,1
Luxury Watch,18142,4.41,0,1
Milk,813,27.2,1,0
Soap,814,25.3,1,0
Vegetables,1515,17.8,1,0
Bread,1158,17.7,0,0
Gaming Console,76514,2.7,0,1
Smart TV,87145,2.67,0,1
Jewelry,9471,1.29,1,1
Shampoo,1513,26.8,0,0
Vegetables,1006,19.9,1,0
Designer Bag,80471,2.68,1,1
Air Conditioner,50872,4.48,0,1
Perfume,56946,2.24,1,1
Smartphone,80870,2.67,1,1
Smartphone,61489,2.87,1,1
Designer Bag,17579,4.58,1,1
Smartphone,53447,3.83,1,1
Toothpaste,1731,17.4,0,0
Designer Bag,75440,2.34,0,1
Smartphone,22811,0.33,0,1
Salt,657,17.7,0,0
Milk,977,22.9,0,0
Jewelry,31392,4.81,1,1
Laptop,10270,1.72,1,1
Laptop,89679,2.1,1,1
Soap,990,23.4,0,0
Gaming Console,32628,1.39,1,1
Shampoo,726,18.6,1,0
Salt,702,14.3,1,0
Luxury Watch,87408,0.46,0,1
Perfume,44335,2.54,1,1
Toothpaste,373,21.8,1,0
Smartphone,28045,4.87,1,1
Luxury Watch,28723,2.2,0,1
Luxury Watch,33846,4.1,1,1
Luxury Watch,44644,3.08,1,1
Smartphone,7399,0.55,1,1
Gaming Console,87596,2.78,1,1
Soap,1014,20.7,0,0
Luxury Watch,75577,3.56,1,1
Designer Bag,69637,0.6,1,1
Camera,54400,3.54,1,1
Rice,981,24.4,1,0
Smartphone,29176,0.88,1,1
Shampoo,136,16.6,0,0
Eggs,1219,21.9,0,0
Eggs,931,13.4,0,0
Smart TV,76276,0.87,1,1
Rice,1397,11.6,0,0
Luxury Watch,27510,3.73,1,1
Designer Bag,30213,2.99,0,1
Eggs,1806,24.7,0,0
Gaming Console,51893,1.66,1,1
Perfume,8358,3.49,1,1
Air Conditioner,21505,2.94,1,1
Laptop,20551,4.59,1,1
Camera,15496,2.41,1,1
Eggs,561,27.8,0,0
Cooking Oil,340,28.1,1,0
Jewelry,60067,1.77,1,1
Laptop,62117,1.86,1,1
Milk,1766,19.0,0,0
Smartphone,62136,4.1,0,1
Cooking Oil,1534,18.0,0,0
Luxury Watch,22334,1.29,1,1
Smartphone,32013,0.68,0,1
Smart TV,10186,3.81,0,1
Air Conditioner,62784,0.06,0,1
Air Conditioner,28927,1.65,1,1
Shampoo,456,19.6,0,0
Smart TV,13680,4.65,1,1
Soap,1642,18.0,0,0
Smartphone,47696,1.24,1,1
Bread,535,24.0,0,0
Eggs,1345,18.1,1,0
Laptop,91138,1.0,1,1
Smartphone,65646,2.07,1,1
Smartphone,92200,3.45,0,1
Luxury Watch,9441,3.21,1,1
Bread,1990,28.6,0,0
Bread,1568,14.4,1,0
Cooking Oil,1406,22.7,1,0
Gaming Console,5079,4.9,0,1
Luxury Watch,92735,1.02,0,1
Smartphone,14310,1.28,1,1
Eggs,902,26.1,0,0
Smartphone,82589,0.06,1,1
Milk,1171,12.3,0,0
Toothpaste,1025,29.3,0,0
Eggs,1385,25.9,1,0
Bread,871,24.3,0,0
Vegetables,865,15.7,1,0
Bread,1813,22.6,1,0
Luxury Watch,42592,4.18,1,1
Vegetables,1974,28.2,0,0
Jewelry,82892,0.55,0,1
Perfume,71005,3.09,1,1
Designer Bag,79348,4.01,1,1
Soap,1190,26.4,0,0
Vegetables,1428,28.8,0,0
Camera,10546,1.74,1,1
Milk,512,29.6,0,0
Gaming Console,41730,1.24,1,1
Laptop,69771,0.07,0,1
Jewelry,86068,2.19,1,1
Perfume,35626,1.14,1,1
Toothpaste,1196,29.8,0,0
Smartphone,65656,4.74,1,1
Milk,1029,21.5,0,0
Jewelry,87543,0.6,1,1
Jewelry,54191,3.73,0,1
Vegetables,108,14.2,1,0
Air Conditioner,18235,4.23,0,1
Cooking Oil,1713,10.7,0,0
Perfume,64000,0.25,1,1
Designer Bag,31580,3.71,1,1
Luxury Watch,39697,1.22,0,1
Rice,1327,23.1,0,0
Air Conditioner,94385,4.39,0,1
Cooking Oil,1042,18.3,0,0
Smartphone,37023,4.54,0,1
Air Conditioner,47866,3.0,1,1
Shampoo,361,28.0,0,0
Salt,1230,13.9,0,0
Jewelry,65599,1.12,1,1
Gaming Console,47232,0.89,0,1
Milk,1159,20.8,0,0
Designer Bag,60280,3.77,0,1
Camera,56946,4.58,1,1
Smart TV,49835,1.13,1,1
Milk,302,26.0,0,0
Rice,1685,18.2,0,0
Toothpaste,1042,14.3,0,0
Soap,507,22.9,0,0
Shampoo,1484,27.8,0,0
Rice,204,20.3,0,0
Perfume,76707,4.5,1,1
Soap,417,23.0,0,0
Camera,17362,4.45,1,1
Bread,766,20.7,0,0
Luxury Watch,7163,2.34,1,1
Air Conditioner,12053,1.17,1,1
Air Conditioner,41726,3.21,0,1
Smartphone,94180,3.1,1,1
Eggs,282,29.5,0,0
Perfume,69659,4.81,1,1
Jewelry,79391,2.98,1,1
Designer Bag,69149,0.49,0,1
Salt,620,14.0,1,0
Designer Bag,64100,1.08,0,1
Cooking Oil,1366,15.0,1,0
Cooking Oil,1075,13.3,0,0
Eggs,158,25.2,0,0
Luxury Watch,86359,2.98,0,1
Salt,1902,17.3,0,0
Salt,1788,28.5,1,0
Laptop,67673,4.28,1,1
Milk,1201,20.4,1,0
Cooking Oil,279,27.3,0,0
Salt,668,24.5,0,0
Milk,397,10.8,0,0
Camera,37748,1.18,1,1
Milk,1780,12.3,0,0
Rice,202,19.2,0,0
Shampoo,967,27.4,0,0
Toothpaste,1735,10.2,0,0
Bread,540,21.5,0,0
Rice,398,18.6,1,0
Soap,1310,14.7,0,0
Vegetables,197,22.4,0,0
Jewelry,77019,3.02,1,1
Cooking Oil,1788,14.0,1,0
Toothpaste,1135,18.8,0,0
Salt,1414,17.1,0,0
Vegetables,1183,29.8,0,0
Milk,398,20.4,0,0
Bread,736,28.2,1,0
Cooking Oil,273,18.8,0,0
Vegetables,1483,14.7,0,0
Soap,1196,21.5,1,0
Salt,165,18.7,0,0
Eggs,192,11.2,0,0
Smartphone,45973,1.78,1,1
Jewelry,74189,4.13,1,1
Gaming Console,49136,0.78,1,1
Bread,1447,20.0,1,0
Vegetables,961,19.3,1,0
Milk,492,29.0,0,0
Jewelry,68050,3.55,1,1
Rice,214,12.4,0,0
Milk,331,29.3,0,0
Camera,80996,0.9,1,1
Eggs,246,26.4,0,0
Air Conditioner,64143,2.35,1,1
Laptop,88542,3.2,1,1
Milk,314,24.4,0,0
Perfume,5185,2.29,1,1
Vegetables,1399,20.9,0,0
Rice,1017,21.2,0,0
Shampoo,1069,18.9,0,0
Cooking Oil,1024,24.5,0,0
Toothpaste,655,13.1,0,0
Air Conditioner,77519,1.32,0,1
Camera,25787,2.36,1,1
Perfume,42112,2.73,0,1
Milk,142,20.2,1,0
Shampoo,1004,10.0,0,0
Shampoo,1523,29.9,1,0
Gaming Console,79206,3.48,1,1
Vegetables,121,12.2,0,0
Laptop,45925,1.47,1,1
Designer Bag,87909,0.98,1,1
Vegetables,1913,29.1,0,0
Perfume,38462,0.63,1,1
Salt,1477,21.8,0,0
Soap,1396,15.7,0,0
Smart TV,34733,4.16,1,1
Luxury Watch,33022,1.42,0,1
Camera,45268,2.78,0,1
Perfume,46993,2.41,1,1
Luxury Watch,77636,4.49,0,1
Gaming Console,94086,1.96,1,1
Smart TV,19427,3.96,1,1
Vegetables,536,23.3,0,0
Gaming Console,51145,2.95,1,1
Rice,1165,20.6,0,0
Laptop,20570,1.64,0,1
Perfume,71636,0.67,0,1
Cooking Oil,529,27.9,0,0
Luxury Watch,76043,2.34,0,1
Toothpaste,875,19.4,0,0
Camera,97844,3.24,0,1
Gaming Console,46358,3.93,0,1
Camera,37776,3.32,0,1
Smartphone,36926,3.7,0,1
Laptop,51702,1.93,1,1
Designer Bag,81471,1.9,0,1
Jewelry,40276,3.54,1,1
Smart TV,25936,1.99,1,1
Jewelry,80646,0.59,1,1
Toothpaste,700,28.2,1,0
Shampoo,1249,14.2,0,0
Smartphone,26167,2.72,0,1
Laptop,40865,3.08,1,1
Soap,1106,26.4,0,0
Jewelry,79162,4.78,1,1
Smartphone,28519,3.01,1,1
Smartphone,58163,4.84,1,1
Gaming Console,37363,2.56,1,1
Designer Bag,53565,2.48,1,1
Cooking Oil,1985,23.0,1,0
Camera,49855,3.51,1,1
Luxury Watch,40917,1.6,1,1
Smartphone,95649,2.78,1,1
Designer Bag,80077,1.71,1,1
Cooking Oil,1124,21.5,0,0
Soap,862,12.9,0,0
Luxury Watch,71054,0.43,1,1
Camera,64878,2.23,0,1
Cooking Oil,1546,10.1,1,0
Cooking Oil,509,18.9,1,0
Jewelry,40097,3.87,1,1
Air Conditioner,14482,1.75,1,1
Laptop,6917,4.92,0,1
Smart TV,23317,0.52,0,1
Salt,1389,22.1,0,0
Soap,1479,13.5,0,0
Salt,258,20.5,1,0
Smartphone,40906,4.97,1,1
Toothpaste,333,20.2,1,0
Toothpaste,623,13.1,0,0
Jewelry,31130,3.89,1,1
Salt,943,23.1,1,0
Smart TV,81813,0.55,1,1
Designer Bag,74079,1.91,1,1
Camera,23605,0.39,1,1
Laptop,67306,4.88,1,1
Jewelry,20592,2.66,1,1
Smart TV,29276,1.68,1,1
Air Conditioner,44925,2.98,1,1
Laptop,59743,2.18,1,1
Jewelry,98421,1.4,1,1
Luxury Watch,42426,2.12,0,1
Camera,51593,3.17,1,1
Laptop,94546,3.53,1,1
Laptop,19521,2.84,1,1
Smartphone,77235,3.72,1,1
Designer Bag,20273,0.64,1,1
Eggs,198,22.1,0,0
Toothpaste,1486,12.7,0,0
Smartphone,37362,0.32,0,1
Perfume,63882,4.38,1,1
Gaming Console,72625,1.05,1,1
Luxury Watch,87785,1.64,1,1
Smart TV,35809,2.11,0,1
Air Conditioner,25613,3.13,1,1
Air Conditioner,44987,0.17,1,1
Shampoo,1908,19.2,1,0
Soap,613,12.4,0,0
Smart TV,39381,1.97,1,1
Soap,271,14.5,0,0
Soap,1456,11.7,1,0
Smart TV,90410,0.42,0,1
Cooking Oil,1882,23.9,1,0
Soap,942,15.3,0,0
Soap,837,17.2,0,0
Milk,817,29.6,1,0
Milk,1119,20.9,0,0
Rice,1220,21.2,0,0
Cooking Oil,780,12.3,1,0
Toothpaste,280,15.7,0,0
Smartphone,64388,4.65,0,1
Salt,402,21.1,0,0
Shampoo,1416,23.2,0,0
Jewelry,38486,3.89,1,1
Luxury Watch,85179,2.12,1,1
Shampoo,1822,15.3,0,0
Perfume,31428,3.79,1,1
Luxury Watch,27544,2.7,1,1
Laptop,73179,2.83,1,1
Luxury Watch,52016,3.56,1,1
Camera,50342,1.03,0,1
Laptop,63007,2.0,1,1
Soap,806,27.3,0,0
Milk,345,24.3,0,0
Salt,1067,26.1,1,0
Air Conditioner,57269,0.36,0,1
Air Conditioner,89481,4.74,1,1
Luxury Watch,83605,3.25,1,1
Laptop,27779,0.92,1,1
Gaming Console,57320,4.95,0,1
Soap,1619,28.4,1,0
Luxury Watch,82214,2.38,0,1
Shampoo,1215,27.3,0,0
Bread,1053,25.7,1,0
Perfume,9000,1.26,0,1
Air Conditioner,7087,0.49,0,1
Laptop,52830,4.71,0,1
Luxury Watch,9509,0.45,1,1
Smartphone,18306,4.6,1,1
Milk,818,13.6,0,0
Bread,982,14.2,0,0
Cooking Oil,1582,22.5,0,0
Air Conditioner,63967,0.5,1,1
Milk,1262,10.7,0,0
Milk,1364,18.5,1,0
Rice,1871,12.8,1,0
Perfume,11525,1.23,1,1
Camera,86108,1.93,1,1
Salt,1410,16.9,1,0
Laptop,10332,4.51,1,1
Laptop,79131,3.47,1,1
Smart TV,57097,3.92,1,1
Gaming Console,52821,4.62,0,1
Rice,1398,24.7,0,0
Soap,1694,15.9,1,0
Gaming Console,40298,2.24,1,1
Jewelry,89307,4.31,1,1
Designer Bag,31326,4.06,0,1
Gaming Console,50239,2.11,0,1
Rice,814,17.8,0,0
Soap,701,11.9,1,0
Smartphone,90166,1.59,1,1
Cooking Oil,377,24.9,0,0
Cooking Oil,1422,19.5,0,0
Smartphone,42354,3.95,1,1
Milk,813,10.3,0,0
Laptop,66234,4.51,1,1
Smartphone,38716,4.81,1,1
Luxury Watch,44234,1.76,0,1
Toothpaste,455,24.1,0,0
Vegetables,916,18.3,0,0
Bread,933,28.0,0,0
Luxury Watch,21991,0.67,1,1
Smartphone,27279,4.87,1,1
Laptop,71963,0.48,1,1
Bread,1853,19.1,0,0
Cooking Oil,889,22.7,0,0
Designer Bag,15805,4.32,1,1
Shampoo,1417,28.9,1,0
Laptop,53909,1.86,0,1
Shampoo,1308,22.8,0,0
Gaming Console,56238,2.81,0,1
Eggs,1756,11.1,1,0
Toothpaste,1614,22.9,0,0
Gaming Console,51775,4.69,0,1
Luxury Watch,82986,1.03,0,1
Shampoo,237,28.4,0,0
Shampoo,955,19.7,0,0
Air Conditioner,40909,0.89,0,1
Rice,494,18.0,0,0
Vegetables,759,22.3,0,0
Laptop,64960,3.09,0,1
Smartphone,57436,1.77,1,1
Toothpaste,481,18.7,0,0
Eggs,1386,16.0,1,0
Vegetables,1612,25.9,0,0
Smartphone,24505,4.56,0,1
Jewelry,5719,1.21,1,1
Milk,563,13.2,0,0
Milk,1290,25.3,0,0
Smart TV,97149,4.76,0,1
Jewelry,21834,2.87,1,1
Laptop,89111,4.95,1,1
Luxury Watch,72266,3.41,1,1
Smart TV,29047,2.6,0,1
Shampoo,214,28.6,0,0
Salt,833,29.0,0,0
Shampoo,690,16.3,0,0
Bread,1469,24.4,1,0
Bread,1371,11.0,0,0
Soap,224,10.8,0,0
Shampoo,1704,12.3,1,0
Air Conditioner,41677,4.79,1,1
Jewelry,33262,3.01,0,1
Smartphone,45212,4.92,1,1
Milk,869,22.7,1,0
Toothpaste,755,13.3,0,0
Smart TV,65151,3.16,0,1
Luxury Watch,46191,2.79,1,1
Toothpaste,1037,18.2,0,0
Laptop,7202,1.18,0,1
Camera,6256,0.27,0,1
Salt,1078,24.6,0,0
Rice,978,20.2,0,0
Gaming Console,97960,3.21,1,1
Salt,1560,26.2,0,0
Designer Bag,96043,3.18,1,1
Camera,88126,2.93,0,1
Bread,1912,19.1,0,0
Smartphone,57046,3.31,0,1
Vegetables,1324,18.9,1,0
Cooking Oil,1255,23.2,1,0
Designer Bag,6722,0.44,1,1
Smartphone,86614,0.15,1,1
Laptop,26814,1.5,1,1
Salt,1687,26.2,0,0
Gaming Console,55049,0.35,0,1
Jewelry,53042,1.44,0,1
Luxury Watch,47121,0.24,1,1
Milk,162,17.0,1,0
Shampoo,827,28.2,0,0
Rice,1321,18.3,1,0
Smartphone,96796,3.21,1,1
Bread,590,10.6,0,0
Designer Bag,27986,1.73,1,1
Laptop,81090,4.58,0,1
Bread,1696,26.7,0,0
Eggs,876,27.0,0,0
Salt,1047,24.7,1,0
Gaming Console,92230,4.79,0,1
Gaming Console,51555,3.14,0,1
Toothpaste,555,20.4,1,0
Rice,901,12.7,0,0
Eggs,285,23.3,0,0
Laptop,20892,0.62,1,1
Gaming Console,73655,0.97,1,1
Cooking Oil,802,25.5,0,0
Luxury Watch,34451,0.27,1,1
Perfume,64420,3.08,1,1
Laptop,72373,4.41,0,1
Camera,19768,1.37,1,1
Milk,193,28.3,1,0
Smart TV,24968,0.94,1,1
Milk,1705,12.4,0,0
Cooking Oil,1683,20.6,0,0
Camera,78015,3.04,1,1
Salt,1355,15.7,1,0
Laptop,37166,1.7,1,1
Soap,244,12.3,0,0
Camera,48243,3.14,0,1
Shampoo,176,11.6,1,0
Shampoo,232,14.9,0,0
Soap,1938,21.9,1,0
Smartphone,14663,3.29,1,1
Toothpaste,1067,27.8,0,0
Milk,114,10.5,0,0
Vegetables,1009,25.3,0,0
Camera,92236,4.72,1,1
Perfume,15468,4.56,1,1
